,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,basement_exist,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
13145,4375700065,2014-05-12,315275.0,3,1.75,1440,8040,1.0,3,7,960,1.0,1951,98125,47.7128,-122.306,1500,8040
13146,2473100330,2014-09-23,252500.0,2,1.5,1280,8710,1.0,3,7,1280,0.0,1967,98058,47.4472,-122.16,1520,9375
13148,5101402428,2014-11-12,790000.0,4,2.5,2560,12760,1.0,4,7,1760,1.0,1949,98115,47.6947,-122.303,1760,6384
13149,1072100085,2014-05-14,310000.0,3,1.0,1480,7830,1.0,3,7,1480,0.0,1952,98133,47.7703,-122.336,1450,7830
13151,2695600455,2015-01-28,425000.0,2,1.0,1160,5038,1.0,5,7,740,1.0,1942,98126,47.5304,-122.38,1160,5076
13152,8946400210,2014-06-03,548000.0,3,2.5,2110,4099,2.0,3,8,2110,0.0,2001,98072,47.7508,-122.17,2110,4871
13154,8078420230,2014-05-30,530000.0,3,2.5,1950,9906,2.0,3,8,1950,0.0,1988,98074,47.6363,-122.025,1860,7689
13158,1774000720,2014-06-20,425000.0,3,2.25,1790,10209,1.0,3,7,1290,1.0,1967,98072,47.7492,-122.086,1840,9900
13159,2826049106,2014-07-15,490000.0,3,2.5,1930,7266,2.0,3,8,1930,0.0,2005,98125,47.7191,-122.309,1930,7266
13160,2113700205,2014-07-03,220000.0,4,1.0,1200,6000,1.5,3,6,1200,0.0,1923,98106,47.5307,-122.352,950,4000
13161,1036450360,2015-01-07,540000.0,4,2.5,2050,3784,2.0,3,8,2050,0.0,2001,98034,47.7189,-122.181,2050,3366
13162,714000155,2014-12-22,670000.0,3,1.0,1710,6195,1.0,3,7,1410,1.0,1946,98105,47.6706,-122.265,1610,6195
13164,5323100120,2014-09-16,585000.0,3,3.5,1700,2197,2.0,3,8,1260,1.0,2010,98116,47.5767,-122.41,1360,1418
13165,8658300455,2014-11-18,225000.0,3,1.5,1390,12500,1.0,4,6,1390,0.0,1976,98014,47.6496,-121.90799999999999,1390,9000
13166,2202500150,2014-08-19,375000.0,3,1.0,1230,9877,1.0,3,7,1230,0.0,1954,98006,47.5745,-122.13600000000001,1240,9965
13168,4027700021,2015-03-11,680000.0,5,3.25,2440,15815,2.0,3,8,1990,1.0,2014,98155,47.773999999999994,-122.28,2500,14201
13169,9828701747,2015-01-23,600000.0,3,1.0,970,4800,1.0,3,6,970,0.0,1950,98112,47.6212,-122.29799999999999,1500,2042
13171,1523049207,2015-01-14,220000.0,4,2.0,1700,8043,1.0,3,7,850,1.0,1954,98168,47.4758,-122.288,1540,13260
13174,6383000790,2015-01-22,626000.0,4,2.5,2570,7221,1.0,4,8,1570,1.0,1958,98117,47.6921,-122.387,2440,7274
13175,723049448,2014-07-22,279500.0,3,1.5,1200,8040,1.0,4,7,1200,0.0,1959,98146,47.4901,-122.34100000000001,1450,9315
13177,7547300120,2014-08-01,325000.0,2,1.0,1080,5000,1.0,3,7,1080,0.0,1954,98106,47.5682,-122.359,1010,5000
13178,2473000720,2014-07-17,380000.0,4,2.25,1860,7980,1.0,4,8,1860,0.0,1966,98058,47.4524,-122.15,1860,8814
13181,9542800610,2015-02-19,245000.0,4,2.25,2050,7700,2.0,3,7,2050,0.0,1977,98023,47.3009,-122.375,1780,7700
13182,6003501400,2015-02-26,525000.0,3,1.0,1010,3520,1.0,3,7,1010,0.0,1902,98102,47.6208,-122.319,1300,1233
13187,2768100180,2014-06-06,595000.0,4,2.5,1990,2175,2.0,3,8,1680,1.0,2005,98107,47.6696,-122.37100000000001,1560,2087
13194,216500040,2015-02-26,259000.0,3,2.5,2740,7980,2.0,4,7,2740,0.0,1964,98168,47.473,-122.3,1470,8611
13198,1561900180,2015-03-11,395000.0,3,2.5,2300,8938,2.0,3,9,2300,0.0,1989,98031,47.4181,-122.211,2570,9694
13200,7465900205,2014-10-24,675000.0,4,3.0,2780,5000,1.5,5,7,1710,1.0,1919,98116,47.5721,-122.381,1150,5000
13204,9826701490,2015-02-25,455000.0,5,2.0,1510,3000,2.0,3,6,1510,0.0,1983,98122,47.6029,-122.304,1610,3600
13205,4137020360,2014-07-22,265000.0,3,2.5,1780,6527,2.0,3,8,1780,0.0,1989,98092,47.2578,-122.21700000000001,2040,8840
13206,1115700040,2014-12-01,713500.0,5,2.75,2920,9163,1.0,4,8,1520,1.0,1976,98006,47.5668,-122.169,2250,9163
13207,1061400180,2015-01-06,240000.0,3,1.0,1550,12670,1.0,4,7,1550,0.0,1962,98056,47.5024,-122.169,1550,8880
13210,9521101520,2014-12-12,543000.0,2,1.0,940,3864,1.0,4,8,940,0.0,1918,98103,47.6631,-122.345,1440,3956
13215,2976800749,2014-10-31,150000.0,4,2.0,1460,7254,1.0,3,6,1460,0.0,1959,98178,47.5056,-122.25399999999999,1460,7236
13216,7015200790,2014-06-24,683500.0,3,1.5,1820,5756,1.5,3,7,1640,1.0,1946,98119,47.6479,-122.367,1760,6169
13219,8078570410,2015-03-26,279000.0,3,2.5,1920,7779,2.0,3,7,1920,0.0,1989,98031,47.4024,-122.171,1960,7536
13221,752000035,2014-05-20,699000.0,4,2.5,2650,7945,2.0,3,9,2650,0.0,2006,98125,47.7113,-122.296,1200,7920
13226,8122100650,2014-07-31,316000.0,2,1.0,730,5040,1.0,3,6,730,0.0,1927,98126,47.5387,-122.374,790,5040
13227,1005000220,2015-03-10,410000.0,2,1.0,2020,7540,1.0,3,7,1010,1.0,1921,98118,47.5359,-122.28,1270,4652
13231,519000043,2014-07-14,602000.0,3,2.5,1640,3804,2.0,3,8,1640,0.0,1998,98122,47.6103,-122.3,1440,3230
13233,4142450040,2015-03-27,293500.0,3,2.5,1610,5024,2.0,3,7,1610,0.0,2004,98038,47.3833,-122.04299999999999,1790,3717
13235,8558600085,2014-05-09,311100.0,4,2.25,2130,8078,1.0,4,7,1380,1.0,1977,98055,47.4482,-122.209,2300,8112
13239,2461900760,2015-04-01,553000.0,3,1.0,1380,6250,1.0,4,7,1380,0.0,1918,98136,47.5514,-122.385,2270,6250
13245,984000450,2014-12-01,260000.0,3,2.5,1850,7875,1.0,3,7,1250,1.0,1968,98058,47.434,-122.171,1930,8062
13246,993002247,2014-07-16,430000.0,3,2.25,1550,1469,3.0,3,8,1550,0.0,2004,98103,47.6911,-122.34100000000001,1520,1465
13250,4038100360,2015-02-10,466200.0,3,1.5,1340,8856,1.0,4,7,1340,0.0,1959,98008,47.6094,-122.126,1850,8740
13251,2028700360,2014-05-23,641000.0,3,1.75,1620,3975,1.0,5,7,940,1.0,1926,98117,47.6786,-122.368,1320,3922
13252,9144100035,2015-03-24,350000.0,3,1.0,1680,8010,1.0,3,7,840,1.0,1951,98117,47.6993,-122.376,1890,8778
13253,8665050530,2015-02-04,450000.0,3,2.0,1610,4364,2.0,3,8,1610,0.0,1996,98029,47.5672,-122.00399999999999,2010,4364
13255,7399100040,2015-03-09,185000.0,3,1.5,1200,1848,2.0,3,8,1200,0.0,1966,98055,47.4658,-122.191,1270,1848
13256,7809200035,2015-01-23,290000.0,2,1.0,1250,12507,1.0,5,7,1250,0.0,1958,98056,47.4972,-122.176,1250,12498
13260,3041700035,2015-03-12,609950.0,3,2.25,1760,10350,1.0,4,7,1330,1.0,1979,98033,47.6605,-122.18799999999999,2210,11337
13261,625049318,2014-08-04,605000.0,4,2.0,1820,7626,1.0,5,7,990,1.0,1941,98103,47.6878,-122.34200000000001,1390,5904
13262,6071400360,2014-09-08,550000.0,4,2.5,2120,9163,1.0,4,8,1450,1.0,1961,98006,47.5551,-122.17200000000001,2120,9166
13270,764000155,2014-11-07,415000.0,4,1.5,2700,14760,1.5,5,9,2700,0.0,1940,98022,47.1996,-122.00299999999999,1670,7200
13271,7454000555,2015-01-13,272000.0,2,1.0,670,6300,1.0,4,6,670,0.0,1942,98126,47.5145,-122.374,740,6300
13275,6145601312,2014-10-29,322000.0,3,3.25,1380,1225,3.0,3,7,1380,0.0,2000,98133,47.7035,-122.351,1380,1704
13279,5255300150,2015-05-11,510000.0,3,1.75,1950,8325,1.0,4,7,1950,0.0,1962,98011,47.7685,-122.2,1950,8325
13283,7893207510,2015-05-06,337500.0,3,1.75,1350,5850,1.0,4,7,1050,1.0,1973,98198,47.4225,-122.32799999999999,1710,7757
13288,7967700530,2015-02-13,241000.0,3,1.0,1020,7538,1.0,3,7,1020,0.0,1981,98032,47.3587,-122.288,1650,7201
13289,6669150790,2014-07-31,265000.0,3,2.25,1840,6750,1.0,4,7,1270,1.0,1980,98031,47.4075,-122.17200000000001,1750,7004
13290,1921059213,2015-03-27,246000.0,5,1.75,2030,10200,1.0,4,7,2030,0.0,1958,98002,47.2867,-122.209,1760,11550
13292,797000276,2014-06-25,270000.0,2,1.0,2060,8398,1.0,3,7,1260,1.0,1962,98168,47.50899999999999,-122.324,1690,13495
13296,8165501540,2015-03-06,335000.0,2,2.25,1420,1246,2.0,3,8,1420,0.0,2007,98106,47.5394,-122.368,1420,1826
13302,9133600120,2015-04-08,417000.0,3,2.5,2040,11211,2.0,3,8,2040,0.0,2000,98055,47.4867,-122.223,1830,11964
13304,6917700665,2015-02-18,580000.0,2,1.0,1650,9780,1.0,3,7,950,1.0,1943,98199,47.6549,-122.39399999999999,1650,5458
13308,1237500720,2014-12-26,275000.0,3,2.0,1340,9764,1.0,3,7,1340,0.0,1944,98052,47.6786,-122.161,1310,9764
13310,8682210650,2014-05-27,715000.0,2,2.5,2160,5581,1.0,3,8,2160,0.0,2002,98053,47.7017,-122.023,2315,5652
13312,7883605695,2014-11-24,350000.0,3,1.5,1870,9000,1.0,3,7,1120,1.0,1923,98108,47.5224,-122.318,1850,6000
13315,3832060120,2015-03-16,280000.0,4,2.5,2200,5893,2.0,3,7,2200,0.0,2008,98042,47.3333,-122.055,2200,5757
13318,2113700790,2015-03-12,435010.0,3,1.0,1270,4000,1.0,3,7,1120,1.0,1954,98106,47.5293,-122.354,1220,4600
13320,2026049124,2014-05-09,325000.0,3,2.25,1352,1694,3.0,3,8,1352,0.0,2007,98125,47.7265,-122.315,1439,1387
13321,1828000760,2014-07-14,529950.0,3,2.0,1540,8400,1.0,3,7,1180,1.0,1968,98052,47.6554,-122.12899999999999,1550,8760
13322,6187700175,2014-12-23,440000.0,3,1.75,1640,8529,1.0,5,7,1640,0.0,1951,98155,47.7751,-122.32,1730,7769
13323,6371500040,2015-03-16,585000.0,3,1.0,1350,4800,1.5,3,7,1350,0.0,1928,98116,47.5749,-122.412,1360,4800
13324,8929000040,2014-08-20,462608.0,3,2.5,2010,2778,2.0,3,8,1390,1.0,2014,98029,47.5528,-121.999,1540,1689
13325,2970800145,2015-04-07,350500.0,3,1.75,2080,5200,1.0,3,7,1040,1.0,1974,98166,47.4738,-122.35,1410,6550
13326,8588000610,2014-11-10,210000.0,3,1.0,1040,8125,1.0,3,7,1040,0.0,1956,98003,47.3171,-122.316,1200,9375
13327,3905080870,2015-02-06,510000.0,3,2.5,1890,5929,2.0,3,8,1890,0.0,1993,98029,47.5697,-121.994,2060,5775
13328,2457200040,2015-05-06,280000.0,3,2.25,1810,7630,1.0,4,7,1810,0.0,1959,98056,47.497,-122.18,1830,7594
13330,7304300760,2014-06-25,349000.0,3,1.0,1010,8184,1.0,4,6,1010,0.0,1947,98155,47.7416,-122.319,1010,8184
13331,5561720180,2014-08-26,252000.0,3,2.25,1740,10836,1.0,3,7,910,1.0,1981,98031,47.3976,-122.166,2090,7500
13333,1822350180,2014-12-11,375000.0,3,2.25,1330,8004,2.0,3,7,1330,0.0,1985,98034,47.7098,-122.21700000000001,1300,7971
13334,1310900610,2014-07-14,336000.0,4,2.25,2210,11700,2.0,4,8,2210,0.0,1967,98032,47.3648,-122.28399999999999,2040,9000
13336,6620400205,2014-08-06,200000.0,2,1.0,1000,6227,1.0,3,6,1000,0.0,1949,98168,47.51300000000001,-122.333,1240,6250
13339,5245600120,2014-10-09,257500.0,3,1.0,1690,13825,1.0,3,7,1210,1.0,1955,98148,47.4256,-122.322,1190,9450
13341,226039186,2014-05-20,299950.0,3,1.0,910,8000,1.0,4,6,740,1.0,1950,98177,47.7746,-122.37799999999999,2090,9007
13342,3558900450,2014-07-11,530000.0,4,2.25,2130,8640,1.0,3,7,1430,1.0,1969,98034,47.7087,-122.198,2120,8826
13343,3179100790,2014-09-15,766500.0,2,1.75,2230,6930,1.0,4,8,1530,1.0,1947,98105,47.6705,-122.277,1970,6930
13346,3126049052,2015-03-18,551000.0,4,1.75,2040,6348,1.0,3,7,1020,1.0,1962,98103,47.6964,-122.336,1770,5047
13348,5408100035,2015-04-20,568000.0,3,1.0,1340,7260,1.5,3,7,1340,0.0,1953,98125,47.7016,-122.295,1830,6822
13352,2172000035,2014-08-21,190000.0,2,1.0,930,11450,1.0,3,6,930,0.0,1946,98178,47.4862,-122.264,1150,11450
13353,4039400410,2014-10-10,525000.0,4,1.75,1820,6600,1.0,5,7,1820,0.0,1960,98007,47.606,-122.135,1430,8800
13354,7519000580,2014-11-06,610000.0,4,1.0,1390,3708,1.5,4,7,1390,0.0,1926,98117,47.685,-122.363,1430,3708
13356,2770602170,2015-04-22,375000.0,2,1.0,760,6000,1.0,3,6,760,0.0,1942,98199,47.646,-122.384,1360,6000
13357,3260100330,2014-05-28,600000.0,3,1.75,1580,7416,1.0,3,7,1150,1.0,1967,98005,47.6056,-122.17299999999999,1730,7416
13358,925059219,2014-10-23,664000.0,4,2.5,1870,16200,1.0,5,8,1250,1.0,1974,98033,47.6651,-122.17399999999999,2000,11250
13359,1257201010,2015-05-04,698000.0,2,1.0,1510,4080,1.0,3,7,1010,1.0,1923,98103,47.6742,-122.329,1660,4080
13362,6400700220,2015-05-07,450000.0,3,1.0,1540,9028,1.0,4,6,1540,0.0,1968,98033,47.6698,-122.177,1450,9028
13365,2321300325,2015-01-22,810000.0,4,2.75,2820,5000,1.5,3,8,2170,1.0,1927,98199,47.6376,-122.39399999999999,1740,5000
13366,2131200925,2014-07-29,331292.0,3,1.75,1660,10000,1.0,3,7,1660,0.0,1972,98019,47.74100000000001,-121.978,1770,10000
13368,3488300085,2014-09-19,435000.0,2,1.0,720,5600,1.0,4,7,720,0.0,1920,98116,47.5641,-122.391,1330,5600
13369,6415100297,2015-02-19,530000.0,3,2.5,2160,9063,2.0,3,8,2160,0.0,1992,98133,47.7296,-122.333,2160,9063
13370,9265400210,2014-09-22,227000.0,3,1.75,1510,9837,2.0,3,7,1510,0.0,1989,98001,47.2576,-122.255,1470,8054
13373,1591600676,2015-03-11,246000.0,3,1.0,990,9145,1.5,4,6,990,0.0,1939,98146,47.5022,-122.36,1640,8320
13375,2561320120,2014-08-11,366000.0,3,2.0,1350,10200,1.0,3,7,1350,0.0,1977,98074,47.6159,-122.05,1820,9600
13378,3343901848,2015-04-08,313100.0,3,2.0,1720,11875,1.0,5,6,1720,0.0,1905,98056,47.5068,-122.191,1860,7500
13379,7137800085,2014-10-03,185000.0,3,1.75,1170,9085,1.0,3,7,1170,0.0,1967,98023,47.2808,-122.354,1230,9085
13380,1443500925,2015-05-04,455000.0,2,1.0,1140,11480,1.0,3,6,1140,0.0,1907,98118,47.5328,-122.274,1550,8150
13381,8731800210,2014-07-11,235000.0,3,2.5,2350,9051,1.0,4,8,1570,1.0,1966,98023,47.3126,-122.36399999999999,2270,8748
13382,8155000040,2014-10-30,230000.0,3,1.0,1020,12289,1.0,4,7,1020,0.0,1967,98058,47.4235,-122.155,1300,9894
13383,9279200910,2014-11-20,770000.0,4,2.25,2730,5000,1.0,5,7,1460,1.0,1955,98116,47.5843,-122.39299999999999,2010,5000
13385,7202290620,2015-02-19,461000.0,3,2.5,1690,3026,2.0,3,7,1690,0.0,2002,98053,47.6885,-122.04299999999999,1650,3161
13392,3186600515,2015-01-22,781000.0,3,2.5,2070,4463,1.5,5,8,1780,1.0,1931,98115,47.6853,-122.305,2070,5000
13393,7923000360,2015-01-20,538000.0,4,1.75,1880,7953,1.0,4,7,1880,0.0,1965,98008,47.5838,-122.12299999999999,1750,8591
13394,6678900150,2014-08-19,790000.0,4,2.5,2240,8664,1.0,5,8,1470,1.0,1975,98033,47.6621,-122.189,2210,8860
13395,9482700455,2014-10-21,696500.0,4,2.75,2540,4400,1.5,5,7,1630,1.0,1925,98103,47.6832,-122.34299999999999,1560,3920
13397,6163901033,2014-09-02,269000.0,2,1.0,770,8612,1.0,3,6,770,0.0,1953,98155,47.7547,-122.323,1290,8407
13403,1115100119,2014-12-08,360000.0,4,2.0,1920,7803,1.0,3,7,1080,1.0,1962,98155,47.758,-122.325,1940,8147
13407,7236300065,2014-07-18,275000.0,3,1.5,1320,7695,1.0,4,7,1320,0.0,1959,98056,47.4908,-122.181,1370,8295
13411,5014600180,2014-05-13,675000.0,4,2.5,3000,5548,2.0,3,9,3000,0.0,2006,98059,47.5399,-122.18799999999999,2870,5000
13416,2267000453,2014-06-27,415000.0,3,2.5,1060,1536,2.0,3,8,1060,0.0,2000,98117,47.6907,-122.395,1220,1316
13418,3735900325,2015-04-27,485000.0,2,1.0,1080,4080,1.0,3,8,1080,0.0,1948,98115,47.6899,-122.32,1890,4080
13419,6187100360,2015-04-27,294000.0,3,2.25,1700,9600,2.0,3,7,1700,0.0,1984,98042,47.39,-122.15799999999999,1930,9600
13421,2207500880,2014-07-28,690000.0,3,1.0,1580,4000,2.0,3,8,1580,0.0,1905,98102,47.6363,-122.32,2190,4000
13423,2767603615,2014-09-03,481000.0,2,2.25,1290,1137,3.0,3,8,1290,0.0,2007,98107,47.6718,-122.382,1290,1332
13424,8121100325,2015-04-19,575000.0,4,2.75,1960,4635,1.0,4,7,1000,1.0,1968,98118,47.5693,-122.285,1830,6180
13425,8712100720,2014-08-15,785000.0,3,2.0,2090,5015,1.5,5,7,2090,0.0,1920,98112,47.6378,-122.301,1930,4250
13429,1545800205,2014-06-13,324900.0,4,2.5,1880,7965,2.0,3,7,1880,0.0,2000,98038,47.3642,-122.052,1570,7584
13430,4303200555,2014-08-15,265000.0,2,1.0,770,5160,1.0,3,6,770,0.0,1943,98106,47.5304,-122.35600000000001,920,5160
13431,2267000730,2014-07-01,545000.0,3,2.5,1530,3210,1.5,5,7,1010,1.0,1928,98117,47.6913,-122.39299999999999,1330,4410
13433,3300790540,2015-01-09,292500.0,3,2.25,1690,7320,2.0,3,7,1690,0.0,1987,98198,47.3889,-122.316,1520,7450
13437,1453602283,2015-05-07,342000.0,2,2.0,1320,1462,3.0,3,7,1320,0.0,1997,98125,47.7223,-122.29,1430,1650
13438,8081650330,2014-06-25,320000.0,4,2.5,2000,10051,2.0,3,7,2000,0.0,1997,98038,47.3625,-122.025,2000,6686
13439,3797000205,2014-09-24,444000.0,3,2.0,1460,2610,2.0,3,8,1460,0.0,1987,98103,47.6864,-122.345,1320,3000
13446,8635751120,2014-05-19,611000.0,4,2.5,2460,4200,2.0,3,8,2460,0.0,1998,98074,47.6031,-122.021,2330,4200
13454,2810600210,2015-04-22,520000.0,3,2.0,1510,3760,1.0,5,7,930,1.0,1925,98136,47.5425,-122.39,1510,3760
13455,1624049170,2014-10-17,446800.0,4,2.0,2410,8712,1.0,3,7,1260,1.0,1958,98144,47.5729,-122.302,2220,6038
13459,1025049115,2014-06-25,594000.0,3,2.25,1270,1406,2.0,3,8,1060,1.0,2014,98105,47.6647,-122.28399999999999,1160,1327
13460,9331800580,2015-03-10,257000.0,2,1.0,1000,3700,1.0,3,6,800,1.0,1929,98118,47.552,-122.29,1270,5000
13461,9826701320,2014-07-01,485000.0,4,1.75,1430,4096,2.0,3,7,1430,0.0,1900,98122,47.604,-122.306,1640,3377
13463,204000175,2014-07-31,381000.0,3,2.0,1680,8946,1.0,3,6,940,1.0,1996,98053,47.6379,-121.96600000000001,1550,11625
13465,3735900205,2015-04-02,793000.0,4,2.5,2450,4080,1.5,4,8,1490,1.0,1930,98115,47.6899,-122.319,2000,4080
13470,1189000205,2015-03-11,400000.0,2,2.5,1170,1811,2.0,3,8,1170,0.0,2001,98122,47.6132,-122.29700000000001,1250,3146
13471,4040800120,2015-02-11,447000.0,3,1.0,1220,7200,1.0,4,7,1220,0.0,1965,98008,47.6218,-122.116,1320,7200
13472,1238501099,2014-10-31,470000.0,3,1.75,1310,8600,1.0,4,7,1310,0.0,1987,98033,47.68600000000001,-122.185,2510,8515
13475,7212660540,2015-01-15,200000.0,4,2.5,1720,8638,2.0,3,8,1720,0.0,1994,98003,47.2704,-122.31299999999999,1870,7455
13482,8563030330,2015-03-13,565000.0,4,1.75,2030,7350,1.0,3,8,2030,0.0,1966,98008,47.6274,-122.094,2000,7998
13484,1657530450,2014-12-22,289950.0,3,2.5,1870,1436,2.0,3,7,1870,0.0,2004,98059,47.4899,-122.166,1720,1852
13486,7942600975,2014-05-12,505000.0,4,1.75,1940,4800,1.0,5,7,1030,1.0,1922,98122,47.6054,-122.314,1450,4800
13491,3374900035,2015-02-23,440250.0,3,1.5,1850,8124,1.0,4,7,1850,0.0,1948,98177,47.7275,-122.359,1530,8123
13493,4139440360,2014-09-18,850000.0,4,2.5,2900,9972,2.0,3,9,2900,0.0,1993,98006,47.5536,-122.12100000000001,2901,8567
13494,3126049154,2014-09-25,570000.0,3,3.0,2400,3192,2.0,3,7,2400,0.0,1991,98103,47.6963,-122.348,1360,3192
13496,3432501395,2014-09-24,551000.0,4,2.75,2170,5988,2.0,3,8,2170,0.0,2014,98155,47.7484,-122.31700000000001,1170,8147
13497,8945100530,2015-03-13,172380.0,3,1.0,970,8378,1.0,4,6,970,0.0,1962,98023,47.3078,-122.365,1050,8563
13499,4139440730,2015-02-25,728935.0,4,2.5,2980,10194,2.0,3,9,2980,0.0,1993,98006,47.5515,-122.12,2980,10053
13502,8005100571,2014-12-05,215000.0,2,1.0,1480,5325,1.0,4,7,1120,1.0,1925,98022,47.2079,-121.993,1670,5800
13503,9324320040,2014-06-16,220000.0,4,2.5,2240,9826,1.0,4,7,1370,1.0,1988,98023,47.31399999999999,-122.36399999999999,1980,9826
13508,7954300330,2014-07-08,585000.0,4,2.5,2630,6185,2.0,3,9,2630,0.0,1999,98056,47.5229,-122.19200000000001,2720,6185
13510,452001475,2014-09-02,477000.0,3,1.0,960,3600,1.0,4,7,960,0.0,1906,98117,47.6758,-122.369,1580,5000
13513,1787600209,2014-09-09,432500.0,3,2.5,1340,8867,2.0,3,8,1340,0.0,1984,98125,47.724,-122.32700000000001,1630,7287
13517,8651440230,2014-08-15,229999.0,4,2.0,1670,5200,1.0,4,7,1030,1.0,1977,98042,47.3652,-122.09,1500,5200
13518,1003400155,2014-08-11,233000.0,3,1.0,1100,7657,1.0,3,7,1100,0.0,1955,98188,47.4374,-122.285,1300,8000
13520,2968801085,2015-05-08,334000.0,4,1.5,1680,7620,1.0,4,7,1180,1.0,1965,98166,47.4578,-122.351,1460,7620
13521,7771300155,2014-07-16,332500.0,3,1.0,1030,8164,1.0,4,7,1030,0.0,1950,98133,47.7353,-122.334,1340,8164
13522,9320870040,2014-06-26,249900.0,3,2.5,1630,7700,1.0,3,7,1120,1.0,1978,98031,47.3876,-122.211,1640,8160
13523,623049047,2014-10-23,310000.0,3,2.0,2610,12180,1.0,3,7,1670,1.0,1918,98146,47.5063,-122.346,1520,12180
13527,7857003953,2014-10-20,420000.0,4,2.5,1940,5414,2.0,3,8,1940,0.0,1997,98108,47.5461,-122.29899999999999,2050,6307
13528,3630110220,2014-10-12,785000.0,4,2.5,2960,4750,2.0,3,9,2960,0.0,2005,98029,47.5544,-121.993,2960,4750
13530,1900600040,2014-05-07,265000.0,5,1.5,1500,7112,1.0,5,6,760,1.0,1920,98166,47.4692,-122.35,1200,7112
13531,6163901383,2014-09-23,295000.0,2,1.0,840,10465,1.0,3,6,840,0.0,1951,98155,47.755,-122.31700000000001,1320,8515
13533,5088500210,2015-01-12,415000.0,4,2.75,2390,9968,1.0,4,9,1390,1.0,1989,98038,47.3706,-122.056,2560,12385
13538,7202330610,2014-07-21,528000.0,3,2.5,2020,5613,2.0,3,7,2020,0.0,2003,98053,47.6835,-122.035,2020,4609
13540,4057300180,2014-08-07,310000.0,3,1.5,1140,3104,2.0,3,7,1140,0.0,1988,98029,47.5707,-122.01799999999999,1150,2981
13542,6672500040,2014-08-11,334500.0,3,2.0,1700,8160,1.0,3,7,1120,1.0,1961,98133,47.74,-122.339,1740,8181
13543,3265300410,2015-05-06,370000.0,3,1.0,2150,8480,1.0,3,8,1610,1.0,1951,98115,47.6996,-122.30799999999999,1620,5203
13544,7549801565,2014-12-19,311000.0,3,2.0,1190,7840,1.5,4,6,1190,0.0,1918,98108,47.5531,-122.31200000000001,1460,3240
13546,3375300360,2014-07-01,217500.0,3,1.75,1400,9546,1.0,4,7,1400,0.0,1984,98003,47.3179,-122.331,1660,8550
13547,7237301010,2015-02-18,290000.0,3,2.5,2200,4240,2.0,3,7,2200,0.0,2003,98042,47.3715,-122.12700000000001,2200,4311
13548,1245500691,2014-10-07,500000.0,3,1.5,960,4600,1.0,3,6,960,0.0,1944,98033,47.6937,-122.213,2230,9350
13551,3331001115,2014-07-28,299000.0,3,2.5,1590,3121,2.0,3,7,1590,0.0,1994,98118,47.5515,-122.28399999999999,1090,4900
13552,11300120,2014-06-30,635000.0,3,2.5,3350,4007,2.0,3,8,2550,1.0,2005,98034,47.7277,-122.20700000000001,2340,4167
13555,2460700650,2014-10-10,280000.0,3,1.75,1360,6603,1.0,4,7,1360,0.0,1981,98058,47.4619,-122.16799999999999,1770,7107
13557,3793500730,2014-06-27,394000.0,4,2.5,3000,9793,2.0,3,7,3000,0.0,2002,98038,47.3655,-122.02799999999999,1890,7557
13565,104560120,2014-07-18,304400.0,4,2.75,2140,8100,2.0,4,7,2140,0.0,1990,98023,47.3075,-122.359,1960,7002
13566,7266200085,2015-03-25,780000.0,5,1.75,2330,3800,1.5,3,7,1360,1.0,1927,98115,47.6835,-122.30799999999999,2100,3800
13568,5101406375,2015-03-19,580000.0,3,1.75,1950,10633,1.0,3,7,1250,1.0,1978,98125,47.7019,-122.31299999999999,1290,6380
13569,2698200210,2014-09-08,274000.0,3,1.75,1440,7198,1.0,3,7,990,1.0,1981,98055,47.4333,-122.194,1550,7156
13570,1328340120,2015-02-09,315000.0,3,2.25,1530,7906,1.0,3,7,1150,1.0,1980,98058,47.4418,-122.13600000000001,1460,7875
13574,1081200360,2014-08-06,260000.0,3,1.75,1750,11180,1.0,3,8,1750,0.0,1968,98059,47.4713,-122.117,1730,11180
13577,4024101395,2014-05-13,370000.0,3,1.75,1650,8254,1.0,5,7,1060,1.0,1951,98155,47.7596,-122.304,2280,9450
13579,2337000150,2015-02-20,230000.0,3,1.5,1900,9630,1.0,3,8,1900,0.0,1967,98023,47.3352,-122.344,2010,9630
13581,7899800120,2014-08-20,294350.0,3,1.0,1410,5120,1.5,3,6,1210,1.0,1925,98106,47.5238,-122.355,1330,5120
13583,8682262260,2014-11-06,515000.0,2,1.75,1930,5570,1.0,3,8,1930,0.0,2005,98053,47.7173,-122.03399999999999,1810,5178
13587,1081300450,2014-08-14,364000.0,4,2.5,2080,11050,1.0,4,8,2080,0.0,1969,98059,47.472,-122.119,1850,11050
13588,8698600395,2015-03-24,150000.0,2,1.0,1250,5208,1.0,3,7,1050,1.0,1951,98002,47.3063,-122.219,1030,5354
13590,2877103111,2014-08-25,585000.0,3,1.5,1670,5000,1.5,4,7,1670,0.0,1912,98117,47.678000000000004,-122.36,1750,5000
13591,2159800120,2015-03-17,801501.0,4,2.25,2250,13500,2.0,4,9,2250,0.0,1980,98007,47.621,-122.15100000000001,2730,13500
13595,3226049401,2014-11-03,447500.0,3,1.75,1950,6504,1.0,3,8,1530,1.0,1953,98115,47.6934,-122.32799999999999,1660,6552
